evaluation_id,CLM_ID,CLM_LINE_NUM,expected_BR_DATE_001,expected_BR_DATE_002,expected_BR_AMT_001,expected_BR_AMT_002,expected_violation_count,scenario
EVAL_CLM_000277,EVAL_CLM_000277,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000278,EVAL_CLM_000278,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000279,EVAL_CLM_000279,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000280,EVAL_CLM_000280,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000281,EVAL_CLM_000281,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000282,EVAL_CLM_000282,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000283,EVAL_CLM_000283,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000284,EVAL_CLM_000284,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000285,EVAL_CLM_000285,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000286,EVAL_CLM_000286,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000287,EVAL_CLM_000287,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000288,EVAL_CLM_000288,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000289,EVAL_CLM_000289,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000290,EVAL_CLM_000290,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000291,EVAL_CLM_000291,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000292,EVAL_CLM_000292,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000293,EVAL_CLM_000293,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000294,EVAL_CLM_000294,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000295,EVAL_CLM_000295,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000296,EVAL_CLM_000296,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000297,EVAL_CLM_000297,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000298,EVAL_CLM_000298,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000299,EVAL_CLM_000299,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000300,EVAL_CLM_000300,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000301,EVAL_CLM_000301,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000302,EVAL_CLM_000302,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000303,EVAL_CLM_000303,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000304,EVAL_CLM_000304,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000305,EVAL_CLM_000305,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000306,EVAL_CLM_000306,20,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000307,EVAL_CLM_000307,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000308,EVAL_CLM_000308,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000309,EVAL_CLM_000309,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000310,EVAL_CLM_000310,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000311,EVAL_CLM_000311,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000312,EVAL_CLM_000312,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000313,EVAL_CLM_000313,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000314,EVAL_CLM_000314,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000315,EVAL_CLM_000315,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000316,EVAL_CLM_000316,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000317,EVAL_CLM_000317,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000318,EVAL_CLM_000318,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000319,EVAL_CLM_000319,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000320,EVAL_CLM_000320,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000321,EVAL_CLM_000321,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000322,EVAL_CLM_000322,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000323,EVAL_CLM_000323,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000324,EVAL_CLM_000324,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000325,EVAL_CLM_000325,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000326,EVAL_CLM_000326,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000327,EVAL_CLM_000327,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000328,EVAL_CLM_000328,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000329,EVAL_CLM_000329,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000330,EVAL_CLM_000330,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000331,EVAL_CLM_000331,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000332,EVAL_CLM_000332,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000333,EVAL_CLM_000333,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000334,EVAL_CLM_000334,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000335,EVAL_CLM_000335,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000336,EVAL_CLM_000336,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000337,EVAL_CLM_000337,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000338,EVAL_CLM_000338,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000339,EVAL_CLM_000339,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000340,EVAL_CLM_000340,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000341,EVAL_CLM_000341,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000342,EVAL_CLM_000342,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000343,EVAL_CLM_000343,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000344,EVAL_CLM_000344,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000345,EVAL_CLM_000345,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000346,EVAL_CLM_000346,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000347,EVAL_CLM_000347,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000348,EVAL_CLM_000348,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000349,EVAL_CLM_000349,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000350,EVAL_CLM_000350,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000351,EVAL_CLM_000351,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000352,EVAL_CLM_000352,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000353,EVAL_CLM_000353,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000354,EVAL_CLM_000354,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000355,EVAL_CLM_000355,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000356,EVAL_CLM_000356,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000357,EVAL_CLM_000357,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000358,EVAL_CLM_000358,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000359,EVAL_CLM_000359,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000360,EVAL_CLM_000360,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000361,EVAL_CLM_000361,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000362,EVAL_CLM_000362,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000363,EVAL_CLM_000363,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000364,EVAL_CLM_000364,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000365,EVAL_CLM_000365,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000366,EVAL_CLM_000366,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000367,EVAL_CLM_000367,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000368,EVAL_CLM_000368,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000369,EVAL_CLM_000369,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000370,EVAL_CLM_000370,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000371,EVAL_CLM_000371,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000372,EVAL_CLM_000372,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000373,EVAL_CLM_000373,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000374,EVAL_CLM_000374,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000375,EVAL_CLM_000375,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000376,EVAL_CLM_000376,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000377,EVAL_CLM_000377,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000378,EVAL_CLM_000378,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000379,EVAL_CLM_000379,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000380,EVAL_CLM_000380,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000381,EVAL_CLM_000381,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000382,EVAL_CLM_000382,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000383,EVAL_CLM_000383,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000384,EVAL_CLM_000384,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000385,EVAL_CLM_000385,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000386,EVAL_CLM_000386,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000387,EVAL_CLM_000387,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000388,EVAL_CLM_000388,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000389,EVAL_CLM_000389,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000390,EVAL_CLM_000390,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000391,EVAL_CLM_000391,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000392,EVAL_CLM_000392,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000393,EVAL_CLM_000393,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000394,EVAL_CLM_000394,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000395,EVAL_CLM_000395,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000396,EVAL_CLM_000396,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000397,EVAL_CLM_000397,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000398,EVAL_CLM_000398,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000399,EVAL_CLM_000399,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000400,EVAL_CLM_000400,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000401,EVAL_CLM_000401,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000402,EVAL_CLM_000402,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000403,EVAL_CLM_000403,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000404,EVAL_CLM_000404,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000405,EVAL_CLM_000405,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000406,EVAL_CLM_000406,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000407,EVAL_CLM_000407,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000408,EVAL_CLM_000408,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000409,EVAL_CLM_000409,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000410,EVAL_CLM_000410,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000411,EVAL_CLM_000411,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000412,EVAL_CLM_000412,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000413,EVAL_CLM_000413,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000414,EVAL_CLM_000414,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000415,EVAL_CLM_000415,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000416,EVAL_CLM_000416,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000417,EVAL_CLM_000417,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000418,EVAL_CLM_000418,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000419,EVAL_CLM_000419,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000420,EVAL_CLM_000420,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000421,EVAL_CLM_000421,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000422,EVAL_CLM_000422,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000423,EVAL_CLM_000423,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000424,EVAL_CLM_000424,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000425,EVAL_CLM_000425,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000426,EVAL_CLM_000426,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000427,EVAL_CLM_000427,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000428,EVAL_CLM_000428,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000429,EVAL_CLM_000429,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000430,EVAL_CLM_000430,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000431,EVAL_CLM_000431,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000432,EVAL_CLM_000432,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000433,EVAL_CLM_000433,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000434,EVAL_CLM_000434,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000435,EVAL_CLM_000435,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000436,EVAL_CLM_000436,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000437,EVAL_CLM_000437,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000438,EVAL_CLM_000438,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000439,EVAL_CLM_000439,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000440,EVAL_CLM_000440,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000441,EVAL_CLM_000441,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000442,EVAL_CLM_000442,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000443,EVAL_CLM_000443,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000444,EVAL_CLM_000444,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000445,EVAL_CLM_000445,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000446,EVAL_CLM_000446,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000447,EVAL_CLM_000447,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000448,EVAL_CLM_000448,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000449,EVAL_CLM_000449,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000450,EVAL_CLM_000450,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000451,EVAL_CLM_000451,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000452,EVAL_CLM_000452,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000453,EVAL_CLM_000453,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000454,EVAL_CLM_000454,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000455,EVAL_CLM_000455,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000456,EVAL_CLM_000456,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000457,EVAL_CLM_000457,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000458,EVAL_CLM_000458,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000459,EVAL_CLM_000459,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000460,EVAL_CLM_000460,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000461,EVAL_CLM_000461,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000462,EVAL_CLM_000462,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000463,EVAL_CLM_000463,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000464,EVAL_CLM_000464,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000465,EVAL_CLM_000465,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000466,EVAL_CLM_000466,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000467,EVAL_CLM_000467,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000468,EVAL_CLM_000468,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000469,EVAL_CLM_000469,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000470,EVAL_CLM_000470,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000471,EVAL_CLM_000471,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000472,EVAL_CLM_000472,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000473,EVAL_CLM_000473,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000474,EVAL_CLM_000474,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000475,EVAL_CLM_000475,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000476,EVAL_CLM_000476,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000477,EVAL_CLM_000477,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000478,EVAL_CLM_000478,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000479,EVAL_CLM_000479,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000480,EVAL_CLM_000480,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000481,EVAL_CLM_000481,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000482,EVAL_CLM_000482,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000483,EVAL_CLM_000483,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000484,EVAL_CLM_000484,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000485,EVAL_CLM_000485,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000486,EVAL_CLM_000486,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000487,EVAL_CLM_000487,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000488,EVAL_CLM_000488,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000489,EVAL_CLM_000489,13,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000490,EVAL_CLM_000490,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000491,EVAL_CLM_000491,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000492,EVAL_CLM_000492,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000493,EVAL_CLM_000493,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000494,EVAL_CLM_000494,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000495,EVAL_CLM_000495,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000496,EVAL_CLM_000496,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000497,EVAL_CLM_000497,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000498,EVAL_CLM_000498,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000499,EVAL_CLM_000499,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000500,EVAL_CLM_000500,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000501,EVAL_CLM_000501,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000502,EVAL_CLM_000502,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000503,EVAL_CLM_000503,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000504,EVAL_CLM_000504,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000505,EVAL_CLM_000505,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000506,EVAL_CLM_000506,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000507,EVAL_CLM_000507,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000508,EVAL_CLM_000508,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000509,EVAL_CLM_000509,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000510,EVAL_CLM_000510,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000511,EVAL_CLM_000511,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000512,EVAL_CLM_000512,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000513,EVAL_CLM_000513,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000514,EVAL_CLM_000514,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000515,EVAL_CLM_000515,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000516,EVAL_CLM_000516,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000517,EVAL_CLM_000517,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000518,EVAL_CLM_000518,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000519,EVAL_CLM_000519,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000520,EVAL_CLM_000520,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000521,EVAL_CLM_000521,14,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000522,EVAL_CLM_000522,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000523,EVAL_CLM_000523,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000524,EVAL_CLM_000524,16,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000525,EVAL_CLM_000525,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000526,EVAL_CLM_000526,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000527,EVAL_CLM_000527,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000528,EVAL_CLM_000528,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000529,EVAL_CLM_000529,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000530,EVAL_CLM_000530,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000531,EVAL_CLM_000531,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000532,EVAL_CLM_000532,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000533,EVAL_CLM_000533,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000534,EVAL_CLM_000534,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000535,EVAL_CLM_000535,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000536,EVAL_CLM_000536,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000537,EVAL_CLM_000537,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000538,EVAL_CLM_000538,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000539,EVAL_CLM_000539,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000540,EVAL_CLM_000540,7,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000541,EVAL_CLM_000541,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000542,EVAL_CLM_000542,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000543,EVAL_CLM_000543,5,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000544,EVAL_CLM_000544,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000545,EVAL_CLM_000545,6,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000546,EVAL_CLM_000546,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000547,EVAL_CLM_000547,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000548,EVAL_CLM_000548,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000549,EVAL_CLM_000549,8,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000550,EVAL_CLM_000550,4,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000551,EVAL_CLM_000551,3,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000552,EVAL_CLM_000552,1,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000553,EVAL_CLM_000553,2,PASS,PASS,PASS,PASS,0,CLEAN
EVAL_CLM_000554,EVAL_CLM_000554,3,PASS,PASS,PASS,PASS,0,CLEAN
